ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
US-7764,closed,Canoochee Airport,29.0,,US,US-GA,Fleming,,,,"31.96655, -81.47449"
US-7765,small_airport,Sad Valley UAS Strip,1306.0,,US,US-MN,Cushing Township,,,,"46.15322, -94.45209"
US-7766,heliport,Landing Zone X-10A Heliport,1280.0,,US,US-MN,Fort Ripley,,,,"46.15866, -94.4227"
US-7767,heliport,Landing Zone X-2 Heliport,1142.0,,US,US-MN,Fort Ripley,,,,"46.12706, -94.37801"
US-7768,heliport,Landing Zone X-2A Heliport,1214.0,,US,US-MN,Fort Ripley,,,,"46.12186, -94.39598"
US-7769,heliport,Landing Zone X-1 Heliport,1145.0,,US,US-MN,Fort Ripley,,,,"46.0928, -94.35013"
US-7770,heliport,Duc Hoa Stagefield Army Heliport,18.0,,US,US-GA,Richmond Hill,,,,"31.95876, -81.37673"
US-7771,closed,Heathsville Airport,102.0,,US,US-VA,Heathsville,,,,"37.94429, -76.45765"
US-7772,closed,Coan Airport,30.0,,US,US-VA,Heathsville,,,,"37.96361, -76.47307"
US-7773,closed,Lively Airport,35.0,,US,US-VA,Lancaster,,,,"37.75532, -76.5689"
US-7774,closed,Weems Airport,18.0,,US,US-VA,Weems,,,,"37.67224, -76.45784"
US-7775,closed,Fairfax Airport,1033.0,,US,US-MN,Fairfax,,,,"44.52947, -94.72809"
US-7776,closed,Renville Airport,1071.0,,US,US-MN,Renville,,,,"44.79821, -95.20834"
US-7777,small_airport,Nye Airport,4856.0,,US,US-MT,Nye,,,,"45.42981, -109.81751"
US-7778,closed,Janssen Airport,732.0,,US,US-IL,Minonk,,,,"40.86533, -89.00273"
US-7779,closed,Janusick Airport,204.0,,US,US-IL,Lostant,,,,"41.1301, -89.10697"
US-7780,closed,Bassett Airport,667.0,,US,US-IL,Oglesby,,,,"41.25408, -89.09376"
US-7781,closed,Pottinger Restricted Landing Area Airport,682.0,,US,US-IL,Peru,,,,"41.43246, -89.16365"
US-7782,small_airport,Stilwell Ranch Airport,2425.0,,US,US-TX,Alpine,,,,"29.6498, -103.07597"
US-7783,small_airport,Tarkio Montana Ranch Airport,3127.0,,US,US-MT,Superior,,,,"47.03781, -114.7308"
US-7784,closed,Grubbs Airport,367.0,,US,US-GA,Cuthbert,,,,"31.6565, -84.71686"
US-7785,closed,McCormick Aviation Airport,244.0,,US,US-AL,Tyler,,,,"32.32523, -86.86855"
US-7786,small_airport,Bell Flying Airport,234.0,,US,US-AR,Newport,,,,"35.60407, -91.20317"
US-7787,small_airport,PMZ Flying Service Airport,219.0,,US,US-AR,Newport,,,,"35.46419, -91.23001"
US-7788,closed,Livesay Airport,220.0,,US,US-AR,Newport,,,,"35.45643, -91.23125"
US-7789,closed,Erwin Army Auxiliary Airfield,224.0,,US,US-AR,Newport,,,,"35.57142, -91.25341"
US-7790,small_airport,Farm Air Airport,258.0,,US,US-AR,Minturn,,,,"35.96982, -91.00677"
US-7791,small_airport,Danny's Air Agri Service / Flanigan Aviation Airport,302.0,,US,US-AR,Pollard,,,,"36.47029, -90.28172"
US-7792,closed,Bell Ann Plantation Airport,306.0,,US,US-AR,Pollard,,,,"36.46017, -90.28506"
US-7793,small_airport,Hill Aviation Airport,296.0,,US,US-AR,Pollard,,,,"36.42705, -90.37637"
US-7794,small_airport,Hammock Flying Service Airport,268.0,,US,US-AR,Walnut Ridge,,,,"36.08379, -90.98543"
US-7795,small_airport,Hoxie Flying Service Airport,259.0,,US,US-AR,Walnut Ridge,,,,"35.99668, -90.94506"
US-7796,small_airport,Catt Agri Aviation Inc Airport,261.0,,US,US-AR,Walnut Ridge,,,,"35.99012, -90.97787"
US-7797,small_airport,Wallin Agri Aviation Airport,267.0,,US,US-AR,Walnut Ridge,,,,"36.08157, -90.86094"
US-7798,closed,Callahan Airport,267.0,,US,US-AR,Walnut Ridge,,,,"36.07685, -90.93914"
US-7799,closed,Crooked Creek Airport,260.0,,US,US-AR,Walnut Ridge,,,,"35.99752, -90.95483"
US-7800,heliport,US Border Patrol Big Bend Heliport,3811.0,,US,US-TX,Big Bend National Park,,,,"29.32182, -103.20635"
US-7801,closed,Bennett Airport,255.0,,US,US-AR,Alicia,,,,"35.951, -91.04306"
US-7802,small_airport,J & R Flying Services Airport,253.0,,US,US-AR,Alicia,,,,"35.8964, -91.03141"
US-7803,small_airport,Swifton Aviation Airport,250.0,,US,US-AR,Swifton,,,,"35.83976, -91.16224"
US-7804,small_airport,Swifton North Airport,252.0,,US,US-AR,Swifton,,,,"35.85445, -91.10476"
US-7805,small_airport,Swifton South Airport,247.0,,US,US-AR,Swifton,,,,"35.78799, -91.15189"
US-7806,small_airport,Vance Airport,247.0,,US,US-AR,Swifton,,,,"35.76611, -91.18344"
US-7807,closed,Tuckerman Airport,245.0,,US,US-AR,Tuckerman,,,,"35.73704, -91.18845"
US-7808,small_airport,Graham Airport,243.0,,US,US-AR,Tuckerman,,,,"35.72252, -91.23297"
US-7809,small_airport,Gates Airport,242.0,,US,US-AR,Tuckerman,,,,"35.71006, -91.20555"
US-7810,closed,Milltown Auxiliary Army Airfield / Oil Trough Airport,243.0,,US,US-AR,Tuckerman,,,,"35.73176, -91.11574"
US-7811,small_airport,Morrison Airport,249.0,,US,US-AR,Cash,,,,"35.80052, -90.92675"
US-7812,closed,Frost Airport,429.0,,US,US-IL,Winchester,,,,"39.55848, -90.54869"
US-7813,closed,Orton Airport,644.0,,US,US-IL,Hillview,,,,"39.42269, -90.54832"
US-7814,small_airport,H T Hankins Flying Service Airport,233.0,,US,US-AR,Oil Trough,,,,"35.61923, -91.42867"
US-7815,small_airport,Roberson Airport,226.0,,US,US-AR,Oil Trough,,,,"35.60979, -91.40668"
US-7816,small_airport,Angle Airport,224.0,,US,US-AR,Newport,,,,"35.603016, -91.373872"
US-7817,small_airport,Keo Flying Service Airport,232.0,,US,US-AR,Keo,,,,"34.60584, -92.00023"
US-7818,small_airport,O&K Aviation Airport,231.0,,US,US-AR,Grubbs,,,,"35.64882, -91.10398"
US-7819,small_airport,Rick Milbrant Airport,303.0,,US,US-AR,Corning,,,,"36.47085, -90.55845"
US-7820,small_airport,Fox Farms Airport,294.0,,US,US-AR,Corning,,,,"36.37468, -90.51877"
US-7821,small_airport,R&W Flying Service Airport,288.0,,US,US-AR,Kmobel,,,,"36.29251, -90.52958"
US-7822,small_airport,Wilson Flying Service Airport,270.0,,US,US-AR,Walnut Ridge,,,,"36.14658, -90.83621"
US-7823,small_airport,Denton Aerial Spraying Airport,4022.0,,US,US-CO,Las Animas,,,,"38.15046, -103.15232"
US-7824,small_airport,Walsh East Airport,3954.0,,US,US-CO,Walsh,,,,"37.39723, -102.27176"
US-7825,small_airport,Aero Dusters Airport,370.0,,US,US-GA,Pitts,,,,"31.94245, -83.54674"
US-7826,closed,Jimmy Wimberly Airfield,410.0,,US,US-GA,Cochran,,,,"32.41949, -83.33462"
US-7827,small_airport,Ag Aviators Airport,236.0,,US,US-GA,Nashville,,,,"31.2341, -83.12289"
US-7828,small_airport,Beeley Aviation-Propane Airport,2096.0,,US,US-KS,Coldwater,,,,"37.24329, -99.25275"
US-7829,small_airport,Seacat Brothers Airpoprt,2133.0,,US,US-KS,Coldwater,,,,"37.31041, -99.38994"
US-7830,closed,Protection Municipal Airport,1842.0,,US,US-KS,Protection,,,,"37.19577, -99.47476"
US-7831,closed,Coral Airport,993.0,,US,US-MI,Coral,,,,"43.350682, -85.386318"
US-7832,small_airport,Triple P Ranch Airport,6707.0,,US,US-CO,Franktown,CO99,,CO99,"39.29043, -104.747227"
US-7833,seaplane_base,Dallas Lake Seaplane Base,900.0,,US,US-IN,LaGrange,I01,,I01,"41.550158, -85.424183"
US-7834,small_airport,Monte Carlo Airport,744.0,,US,US-MO,Holts Summit,15MO,,15MO,"38.593439, -92.127443"
US-7835,small_airport,AdventHealth Minneola Heliport,211.0,,US,US-FL,Minneola,24FA,,24FA,"28.603333, -81.719722"
US-7836,heliport,AdventHealth Riverview Heliport,164.0,,US,US-FL,Riverview,26FA,,26FA,"27.860775, -82.325308"
US-7837,small_airport,Kruger Aviation Ultralight Flightpark,1206.0,,US,US-MN,Pine Island,31MN,,31MN,"44.135559, -92.696111"
US-7838,heliport,Meyersdale Hospital Heliport,1955.0,,US,US-PA,Meyersdale,4PN9,,4PN9,"39.809722, -79.024167"
US-7839,small_airport,Schleter Field,860.0,,US,US-IN,Greenfield,IN09,,IN09,"39.805053, -85.854811"
US-7840,heliport,Hard Rock Stadium Heliport,8.0,,US,US-FL,Miami Gardens,FA31,,FA31,"25.960079, -80.237134"
US-7841,heliport,West Penn Power Heliport,1270.0,,US,US-PA,Greensburg,PA22,,PA22,"40.320486, -79.544446"
US-7842,heliport,Gateway Helipad,9.0,,US,US-WA,Union,WA99,,WA99,"47.348572, -123.070064"
US-7843,small_airport,Browns Airport,170.0,,US,US-MS,Charleston,MS33,,MS33,"33.980631, -90.166908"
US-7844,closed,Chacuaco Canyon Airport,5369.0,,US,US-CO,Branson,,,,"37.37824, -103.70498"
US-7845,small_airport,Airport,1886.0,,US,US-NE,Scotia,,,,"41.469552, -98.736273"
US-7846,closed,Scotia Airport,1932.0,,US,US-NE,Scotia,,,,"41.469551, -98.746161"
US-7847,closed,RI San Bernardino G/L Helistop,1025.0,,US,US-CA,San Bernardino,,,,"34.069437, -117.274186"
US-7GA6,closed,Holder's Field,740.0,,US,US-GA,Locust Grove,,,,"33.3615, -84.1446"
US-92N,heliport,Steel Pier Taj Mahal Heliport,29.0,,US,US-NJ,Atlantic City,28NJ,,28NJ,"39.356426, -74.418232"
US-93TX,closed,Putz Aero Inc Airport,279.0,,US,US-TX,Calvert,,,,"30.915738, -96.685774"
US-BPA,closed,Grumman Bethpage Airport,115.0,,US,US-NY,Bethpage,,,,"40.749401092499994, -73.4960021973"
US-CA64,closed,Gilbreath Bros Duck Club Airport,220.0,,US,US-CA,Wasco,,,,"35.677086, -119.582131"
US-CO22,small_airport,Greenhorn Valley Airport,5796.0,,US,US-CO,,,,,"37.959662, -104.785066"
US-FL35,closed,Eglin Field Nr 2 Airport,159.0,,US,US-FL,Valparaiso,,,,"30.5777, -86.450798"
US-GA46,closed,Newnan Hospital Heliport,960.0,,US,US-GA,Newnan,,,,"33.380901, -84.801003"
US-LA03,closed,Daniel Airport,18.0,,US,US-LA,Addis,,,,"30.355631, -91.275771"
US-LA36,closed,Charlie Airport,240.0,,US,US-LA,Fryeburg,,,,"32.419601, -93.234299"
US-LA75,closed,Braithwaite Park Airport,4.0,,US,US-LA,Braithwaite,,,,"29.860404, -89.903124"
US-LA84,closed,Humana Hospital New Orleans Heliport,-3.0,,US,US-LA,New Orleans,,,,"30.041901, -89.958397"
US-NJ77,closed,Caven Point USAR Center Heliport,10.0,,US,US-NJ,Jersey City,,,,"40.650101, -74.0829"
US-OI21,heliport,Va Hospital Heliport,650.0,,US,US-OH,Chillicothe,OI21,,OI21,"39.3666992188, -82.99990081790001"
US-PA47,small_airport,Dream Air Airport,870.0,,US,US-PA,Albion,,,07PA,"41.852933, -80.407192"
US-SC49,heliport,Bamberg County Memorial Hospital Heliport,152.0,,US,US-SC,Bamberg,,,SC49,"33.307174, -81.028461"
US-TX54,closed,Aero Estates Airport,605.0,,US,US-TX,Celina,,,,"33.298501, -96.863897"
US-UT73,heliport,Diamond 'G' Ranch Heliport,3020.0,,US,US-UT,Toquerville,UT73,,UT73,"37.23469924926758, -113.2770004272461"
US-UT77,heliport,Aladdin Air Heliport,7540.0,,US,US-UT,Tropic,UT77,,UT77,"37.698299407958984, -112.18299865722656"
US-VA38,heliport,LZ Alfa Heliport,10.0,,US,US-VA,Virginia Beach,,,VA38,"36.790333, -75.96621"
US-VA47,heliport,Rockingham Memorial Hospital Heliport,1452.0,,US,US-VA,Harrisonburg,VA47,,VA47,"38.405312, -78.854038"
US-VA51,heliport,Dmme Heliport,1950.0,,US,US-VA,Big Stone Gap,VA51,,VA51,"36.8557014465332, -82.75959777832031"
US-VA53,heliport,Nichols Heliport,22.0,,US,US-VA,White Stone,VA53,,VA53,"37.647499084472656, -76.43299865722656"
US-VA74,heliport,Caton South Heliport,260.0,,US,US-VA,Mineral,VA74,,VA74,"38.04570007324219, -77.78140258789062"
US0099,closed,Murray Airport,2220.0,,US,US-ID,Sandpoint,,,,"48.353702, -116.507978"
USW,small_airport,Boggs Field Airport,928.0,,US,US-WV,Spencer,KUSW,,USW,"38.823797, -81.348829"
UT00,small_airport,Swains Creek Airport,7780.0,,US,US-UT,Alton,UT00,,UT00,"37.472198486328125, -112.62200164794922"
UT01,closed,FHP Hospital Heliport,4250.0,,US,US-UT,Salt Lake City,,,,"40.716702, -111.889"
UT02,closed,Sandy Ranch Airport,5468.0,,US,US-UT,Torrey,,,,"38.088902, -111.067001"
UT03,small_airport,Hite Airport,3840.0,,US,US-UT,Hite,UT03,,UT03,"37.894702, -110.379124"
UT04,heliport,Arches Tours Heliport,4100.0,,US,US-UT,Moab,UT04,,UT04,"38.600197, -109.573679"
UT05,heliport,Utah National Guard Headquarters Heliport,4430.0,,US,US-UT,Draper,UT05,,UT05,"40.517398834228516, -111.88899993896484"
UT06,closed,Rogers Roost Airport,5100.0,,US,US-UT,Thompson Springs,,,,"38.966266, -109.719847"
UT07,closed,Air Village Strip,5800.0,,US,US-UT,Vernal,,,,"40.424999, -109.592002"
UT08,closed,Camp Williams Airfield,4860.0,,US,US-UT,Saratoga Springs,,,,"40.4319, -111.931"
UT09,small_airport,Tavaputs Ranch Airport,9200.0,,US,US-UT,Sunnyside,UT09,,UT09,"39.500912, -110.179739"
UT10,small_airport,Cedar Valley Airport,5000.0,,US,US-UT,Eagle Mountain,UT10,,UT10,"40.357201, -112.017997"
UT11,heliport,Intermountain Medical Center Helipad,4314.0,,US,US-UT,Murray,UT11,,UT11,"40.66025161739999, -111.889526367"
UT12,heliport,Gilbert Development Shop Heliport,5670.0,,US,US-UT,Cedar City,UT12,,UT12,"37.6875, -113.08599853515625"
UT13,small_airport,Number 18 Airport,4820.0,,US,US-UT,South Jordan,UT13,,UT13,"40.563899993896484, -112.01399993896484"
UT14,heliport,Brigham City Community Hospital Heliport,4313.0,,US,US-UT,Brigham City,UT14,,UT14,"41.491953, -112.026418"
UT15,small_airport,Flying Cal Ute Rancheros Airport,5764.0,,US,US-UT,Paragonah,UT15,,UT15,"37.9286003112793, -112.76899719238281"
UT16,heliport,McKay-Dee Hospital Center Heliport,4615.0,,US,US-UT,Ogden,UT16,,UT16,"41.182899, -111.955002"
UT17,small_airport,Pfeiler Ranch Airport,7040.0,,US,US-UT,Panguitch,UT17,,UT17,"37.93220138549805, -112.33200073242188"
UT18,closed,U S Forest Service Heliport,4800.0,,US,US-UT,Salt Lake City,,,,"40.7533, -111.847"
UT19,heliport,Salt Lake Regional Medical Center Heliport,4519.0,,US,US-UT,Salt Lake City,UT19,,UT19,"40.767515, -111.861894"
UT20,closed,Channel 4 Heliport,4235.0,,US,US-UT,Salt Lake City,,,,"40.732396, -111.955002"
UT21,heliport,Medical Center Helistop,5000.0,,US,US-UT,Salt Lake City,UT21,,UT21,"40.772644, -111.83722"
UT22,heliport,Western Surgery Center Heliport,4465.0,,US,US-UT,Logan,UT22,,UT22,"41.74720001220703, -111.81700134277344"
UT23,heliport,Pioneer Valley Hospital Heliport,4251.0,,US,US-UT,West Valley City,UT23,,UT23,"40.69990158081055, -111.98999786376953"
UT24,small_airport,Strawberry Valley Estates Airport,8141.0,,US,US-UT,Alton,UT24,,UT24,"37.49330139160156, -112.6449966430664"
UT25,small_airport,Monument Valley Airport,5192.0,,US,US-UT,Oljato-Monument Valley,UT25,GMV,UT25,"37.015868, -110.202031"
UT26,small_airport,Bryce Woodland Estates Airport,7600.0,,US,US-UT,Hatch,UT26,,UT26,"37.566419, -112.453394"
UT27,closed,Hurricane Mesa Airport,5105.0,,US,US-UT,Hurricane,,,,"37.251099, -113.209"
UT28,small_airport,Sun Valley Estates Airport,5110.0,,US,US-UT,Lund,UT28,,UT28,"37.974998474121094, -113.46299743652344"
UT29,closed,Jack's Airport,4440.0,,US,US-UT,Tremonton,,,,"41.733898, -112.194"
UT30,small_airport,Deer Springs Ranch Airport,6485.0,,US,US-UT,Kanab,UT30,,UT30,"37.342498779296875, -112.2239990234375"
UT31,heliport,American Stores Heliport,4691.0,,US,US-UT,Salt Lake City,UT31,,UT31,"40.763403, -111.890702"
UT32,heliport,Ashley Valley Medical Center Heliport,5342.0,,US,US-UT,Vernal,UT32,,UT32,"40.45830154418945, -109.54199981689453"
UT33,heliport,Kutv Channel Two Heliport,4240.0,,US,US-UT,Salt Lake City,UT33,,UT33,"40.724700927734375, -111.97599792480469"
UT34,heliport,Tooele Army Depot Helipad Heliport,4920.0,,US,US-UT,Tooele,UT34,,UT34,"40.5010986328125, -112.34400177001953"
UT35,heliport,Mountain View Hospital Heliport,4597.0,,US,US-UT,Payson,UT35,,UT35,"40.044291, -111.715391"
UT36,heliport,Wecco Heliport,5315.0,,US,US-UT,Cedar City,UT36,,UT36,"37.31660079956055, -113.31700134277344"
UT37,closed,Carmel Mountain Ranch Airport,5590.0,,US,US-UT,Orderville,,,,"37.269885, -112.675867"
UT38,heliport,Two Jays #1 Heliport,4500.0,,US,US-UT,Moab,UT38,,UT38,"38.542062, -109.519831"
UT39,heliport,A A Helicopters Inc Heliport,4234.0,,US,US-UT,North Salt Lake,UT39,,UT39,"40.859211, -111.935141"
UT40,closed,Payne Field,4228.0,,US,US-UT,Syracuse,,,,"41.098301, -112.115997"
UT41,small_airport,Glenmar Ranch Airport,5030.0,,US,US-UT,Cedar Fort,UT41,,UT41,"40.33940124511719, -111.9990005493164"
UT42,small_airport,Westwater Airport,4660.0,,US,US-UT,Cisco,UT42,,UT42,"39.14670181274414, -109.1449966430664"
UT43,small_airport,Citabriair Airport,5600.0,,US,US-UT,Kanarraville,UT43,,UT43,"37.63610076904297, -113.24700164794922"
UT44,heliport,Davis Hospital & Medical Center Heliport,4300.0,,US,US-UT,Layton,UT44,,UT44,"41.09183, -111.99592"
UT45,heliport,State Capitol Helicopter Landing Site Heliport,4350.0,,US,US-UT,Salt Lake City,UT45,,UT45,"40.77688217163086, -111.88691711425781"
UT46,heliport,Tooele Army Depot /South Area/ Heliport,5355.0,,US,US-UT,Tooele,UT46,,UT46,"40.317444, -112.308559"
UT47,small_airport,Grassy Meadows/Sky Ranch Landowners Assn Airport,3350.0,,US,US-UT,Hurricane,UT47,,UT47,"37.1018981934, -113.314002991"
UT48,closed,LBL Farms Airport,4260.0,,US,US-UT,Clinton,,,,"41.1502, -112.098999"
UT49,small_airport,Desert Aviation Airport,4589.0,,US,US-UT,Delta,UT49,,UT49,"39.45940017700195, -112.65499877929688"
UT50,closed,Allen Memorial Hospital Helipad,3977.0,,US,US-UT,Moab,,,,"38.578791, -109.563621"
UT51,heliport,Utah Valley Regional Medical Center Heliport,4590.0,,US,US-UT,Provo,UT51,,UT51,"40.24800109863281, -111.66600036621094"
UT52,heliport,Dixie Medical Center Heliport,2700.0,,US,US-UT,St George,UT52,,UT52,"37.098174, -113.57579"
UT53,small_airport,Sky Ranch Airport,4875.0,,US,US-UT,Moab,UT53,,UT53,"38.493843, -109.446567"
UT54,small_airport,Crystal Springs Ranch Airport,3671.0,,US,US-UT,Leeds,UT54,,UT54,"37.253299713134766, -113.33399963378906"
UT55,heliport,LDS Hospital Heliport,4729.0,,US,US-UT,Salt Lake City,UT55,,UT55,"40.778192, -111.879515"
UT56,heliport,American Fork Hospital Heliport,4603.0,,US,US-UT,American Fork,UT56,,UT56,"40.379671, -111.768604"
UT57,closed,Sulphurdale Airport,6060.0,,US,US-UT,Beaver,,,,"38.572498, -112.592003"
UT58,heliport,Bonanza Power Plant Heliport,5028.0,,US,US-UT,Bonanza,UT58,,UT58,"40.08219909667969, -109.29199981689453"
UT59,closed,Needles Outpost Airport,4950.0,,US,US-UT,Monticello,,,,"38.170575, -109.733634"
UT60,closed,Century Equipment Company Heliport,4255.0,,US,US-UT,Murray,,,,"40.678558, -111.902991"
UT61,heliport,Duchesne Co. Hospital Heliport,5182.0,,US,US-UT,Roosevelt,UT61,,UT61,"40.33610153198242, -110.33999633789062"
UT62,heliport,Department of Veterans Affairs Heliport,4713.0,,US,US-UT,Salt Lake City,,,,"40.756929, -111.842119"
UT63,heliport,Alta View Hospital Heliport,4660.0,,US,US-UT,Sandy,UT63,,UT63,"40.57780075073242, -111.85399627685547"
UT64,heliport,St. Marks Hospital Heliport,4315.0,,US,US-UT,Salt Lake City,UT64,,UT64,"40.686152, -111.856205"
UT65,small_airport,Goshute Airport,5460.0,,US,US-UT,Ibapah,UT65,,UT65,"39.99800109863281, -113.97699737548828"
UT66,heliport,Ward Heliport,5000.0,,US,US-UT,Sandy,UT66,,UT66,"40.59989929199219, -111.8010025024414"
UT67,small_airport,Paradise Air Park,5700.0,,US,US-UT,Tridell,UT67,,UT67,"40.44110107421875, -109.84700012207031"
UT68,closed,Caveman Ranch Airport,3940.0,,US,US-UT,Moab,,,,"38.472801, -109.660004"
UT69,small_airport,Pelican Lake Airport,4815.0,,US,US-UT,Randlett,UT69,,UT69,"40.181400299072266, -109.6719970703125"
UT70,closed,Garrison Airport,5225.0,,US,US-UT,Garrison,,,,"38.964901, -114.037003"
UT71,heliport,Tooele Valley Hospital Heliport,5100.0,,US,US-UT,Tooele,UT71,,UT71,"40.524898529052734, -112.29399871826172"
UT72,heliport,Two Jays #2 Heliport,4200.0,,US,US-UT,Moab,UT72,,UT72,"38.584352, -109.566789"
UT74,small_airport,Fry Canyon Field,5372.0,,US,US-UT,Hite,UT74,,UT74,"37.6483, -110.167"
UT75,small_airport,Mineral Canyon Strip,3900.0,,US,US-UT,Moab,UT75,,UT75,"38.531583177899996, -109.995889664"
UT76,closed,Phc Hospital Heliport,4250.0,,US,US-UT,Salt Lake City,,,,"40.716702, -111.889"
UT78,heliport,Timpanogos Regional Hospital Heliport,4735.0,,US,US-UT,Orem,UT78,,UT78,"40.312933, -111.714455"
UT79,small_airport,3-I Rocker Ranch Airport,4865.0,,US,US-UT,Jensen,UT79,,UT79,"40.41559982299805, -109.34400177001953"
UT80,small_airport,Hamilton Fort Ranch Airport,5460.0,,US,US-UT,Cedar City,UT80,,UT80,"37.634700775146484, -113.15899658203125"
UT81,heliport,Blanding Ambulance Heliport,5900.0,,US,US-UT,Blanding,UT81,,UT81,"37.63560104370117, -109.48400115966797"
UT82,small_airport,Beryl Junction Airport,5181.0,,US,US-UT,Beryl,UT82,,UT82,"37.709999084472656, -113.64600372314453"
UT83,small_airport,Thunder Ridge Airpark,7050.0,,US,US-UT,Fruitland,UT83,,UT83,"40.263806, -110.865183"
UT84,heliport,Skaggs Heliport,4289.0,,US,US-UT,South Salt Lake City,UT84,,UT84,"40.68830108642578, -111.89199829101562"
UT85,heliport,Cirque Lodge Studio Heliport,4860.0,,US,US-UT,Orem,UT85,,UT85,"40.311547, -111.66568"
UT86,heliport,Miller Motorsports Park Heliport,4403.0,,US,US-UT,Tooele,UT86,,UT86,"40.583624, -112.383013"
UT87,heliport,Jordan Valley Hospital Heliport,4590.0,,US,US-UT,West Jordan,UT87,,UT87,"40.591144, -111.976341"
UT89,small_airport,Cold Water Airport,4926.0,,US,US-UT,Mendon,UT89,,UT89,"41.681612, -111.98181"
UT90,small_airport,CAVOK Ranch Airport,5155.0,,US,US-UT,Wellsville,UT90,,UT90,"41.585369, -111.9037"
UT92,heliport,UBMC Vernal Helipad 1,5371.0,,US,US-UT,Vernal,UT92,,UT92,"40.462114, -109.540625"
UT97,small_airport,Happy Canyon Airport,4934.0,,US,US-UT,Happy Canyon,UT97,,UT97,"38.15719985961914, -110.29199981689453"
UT98,heliport,Redwood Health Center Heliport,4258.0,,US,US-UT,Salt Lake City,UT98,,UT98,"40.72560119628906, -111.93399810791016"
UT99,small_airport,West Desert Airpark,4902.0,,US,US-UT,Fairfield,,,UT9,"40.243268, -112.092018"
VA00,small_airport,Brook Hill Farm Airport,1600.0,,US,US-VA,Steeles Tavern,VA00,,VA00,"37.928199768066406, -79.1781005859375"
VA01,heliport,Marty 1 Heliport,2000.0,,US,US-VA,Coeburn,VA01,,VA01,"36.940101623535156, -82.48149871826172"
VA02,small_airport,Pace Airport,800.0,,US,US-VA,Ridgeway,VA02,,VA02,"36.58521, -79.8772"
VA03,heliport,Hospital Heliport,800.0,,US,US-VA,Bedford,VA03,,VA03,"37.35240173339844, -79.5167007446289"
VA04,small_airport,Barrows Airport,1100.0,,US,US-VA,Fincastle,VA04,,VA04,"37.49209976196289, -79.92870330810547"
VA05,closed,Clinchfield Heliport,2050.0,,US,US-VA,Lebanon,,,,"36.905701, -82.063499"
VA06,small_airport,Deer Run Airport,2400.0,,US,US-VA,Floyd,VA06,,VA06,"36.994300842285156, -80.45449829101562"
VA07,small_airport,Burkes Garden Airport,3060.0,,US,US-VA,Tazewell,VA07,,VA07,"37.096025, -81.369359"
VA08,small_airport,Longbranch Airport,20.0,,US,US-VA,Kilmarnock,VA08,,VA08,"37.717098236083984, -76.35880279541016"
VA09,heliport,Wise A.R.Hospital Heliport,2600.0,,US,US-VA,Wise,VA09,,VA09,"36.9718017578125, -82.58489990234375"
VA10,small_airport,Catawba Valley Airport,1720.0,,US,US-VA,Blacksburg,VA10,,VA10,"37.28010177612305, -80.30139923095703"
VA11,small_airport,White Oak Stand Airport,2100.0,,US,US-VA,Chilhowie,VA11,,VA11,"36.807899475097656, -81.70120239257812"
VA12,small_airport,Gravely Airport,750.0,,US,US-VA,Martinsville,VA12,,VA12,"36.64680099487305, -79.7969970703125"
VA13,small_airport,Breezy Knoll Airport,785.0,,US,US-VA,Rustburg,VA13,,VA13,"37.26539993286133, -79.04280090332031"
VA14,closed,Southampton Correctional Center Airport,50.0,,US,US-VA,Capron,,,,"36.740389, -77.262962"
VA15,closed,Stokes Airport,295.0,,US,US-VA,Cartersville,,,,"37.65622, -78.045566"
VA16,closed,Centreville Airport,300.0,,US,US-VA,Centreville,,,,"38.879299, -77.484398"
VA17,small_airport,Mulberry Run Airport,820.0,,US,US-VA,Strasburg,VA17,,VA17,"39.0359, -78.392197"
VA18,closed,Bundoran Airport,840.0,,US,US-VA,North Garden,,,,"37.968121, -78.681765"
VA19,small_airport,Snow Hill Airport,268.0,,US,US-VA,Charlottesville,VA19,,VA19,"37.95399856567383, -78.36920166015625"
VA20,closed,SRMC Heliport,126.0,,US,US-VA,Petersburg,,,,"37.216801, -77.397797"
VA21,heliport,Morven Farms Heliport,615.0,,US,US-VA,Charlottesville,VA21,,VA21,"37.940101623535156, -78.50859832763672"
VA22,closed,Big River Ranch Airport,375.0,,US,US-VA,Clarksville,,,,"36.675097, -78.695"
VA23,small_airport,Sanford Field,15.0,,US,US-VA,Hague,VA23,,VA23,"38.119714, -76.613674"
VA24,small_airport,Skovhus Airport,712.0,,US,US-VA,Concord,VA24,,VA24,"37.41429901123047, -78.96420288085938"
VA25,small_airport,Twin Towers Airport,470.0,,US,US-VA,Chase City,VA25,,VA25,"36.76430130004883, -78.3604965209961"
VA26,closed,Trent Farm Airstrip,1130.0,,US,US-VA,Critz,,,,"36.654046, -80.114687"
VA27,small_airport,Moorefield's Airstrip,1110.0,,US,US-VA,Critz,VA27,,VA27,"36.559898376464844, -80.13780212402344"
VA28,small_airport,Layne Farm Airstrip,560.0,,US,US-VA,Cullen,VA28,,VA28,"37.121299743652344, -78.64360046386719"
VA29,heliport,Novant Health UVA Culpeper Medical Center Heliport,475.0,,US,US-VA,Culpeper,VA29,,VA29,"38.454606, -78.01435"
